🔫｜浙江,#genre#
CCTV10,http://117.66.231.62:2000/rtp/238.1.78.241:7800
CCTV11,http://117.66.231.62:2000/rtp/238.1.78.206:7502
CCTV12,http://117.66.231.62:2000/rtp/238.1.78.242:7808
CCTV13,http://117.66.231.62:2000/rtp/238.1.79.35:4392
CCTV14,http://117.66.231.62:2000/rtp/238.1.78.243:7816
CCTV15,http://117.66.231.62:2000/rtp/238.1.78.222:7648
CCTV17,http://117.66.231.62:2000/rtp/238.1.78.178:7296
CCTV2,http://117.66.231.62:2000/rtp/238.1.78.235:7752
CCTV4,http://117.66.231.62:2000/rtp/238.1.78.236:7760
CCTV5,http://117.66.231.62:2000/rtp/238.1.78.171:7240
CCTV5,http://117.66.231.62:2000/rtp/238.1.78.237:7768
CCTV6,http://117.66.231.62:2000/rtp/238.1.78.172:7248
CCTV7,http://117.66.231.62:2000/rtp/238.1.78.239:7784
CCTV8,http://117.66.231.62:2000/rtp/238.1.78.173:7256
CCTV9,http://117.66.231.62:2000/rtp/238.1.78.240:7792
CCTV世界地理,http://117.66.231.62:2000/rtp/238.1.79.60:4616
CCTV兵器科技,http://117.66.231.62:2000/rtp/238.1.79.56:4584
CCTV央视台球,http://117.66.231.62:2000/rtp/238.1.79.59:4608
CCTV央视文化精品,http://117.66.231.62:2000/rtp/238.1.79.54:4568
CCTV女性时尚,http://117.66.231.62:2000/rtp/238.1.79.55:4576
CCTV怀旧剧场,http://117.66.231.62:2000/rtp/238.1.79.61:4624
CCTV电视指南,http://117.66.231.62:2000/rtp/238.1.79.53:4560
CCTV第一剧场,http://117.66.231.62:2000/rtp/238.1.79.63:4640
CCTV风云剧场,http://117.66.231.62:2000/rtp/238.1.79.62:4632
CCTV风云足球,http://117.66.231.62:2000/rtp/238.1.79.57:4592
CCTV风云音乐,http://117.66.231.62:2000/rtp/238.1.79.64:4648
CCTV高尔夫网球,http://117.66.231.62:2000/rtp/238.1.79.58:4600
中国教育CETV,http://117.66.231.62:2000/rtp/238.1.78.158:7136
CCTV1,http://183.184.181.225:8085/rtp/226.0.2.153:9136
CCTV1,http://183.184.181.225:8085/rtp/226.0.2.16:8040
CCTV12,http://183.184.181.225:8085/rtp/226.0.2.164:9224
CCTV13,http://183.184.181.225:8085/rtp/226.0.2.165:9232
CCTV14,http://183.184.181.225:8085/rtp/226.0.2.166:9240
CCTV16,http://183.184.181.225:8085/rtp/226.0.2.169:9264
CCTV2,http://183.184.181.225:8085/rtp/226.0.2.154:9144
CCTV3,http://183.184.181.225:8085/rtp/226.0.2.208:9576
CCTV4,http://183.184.181.225:8085/rtp/226.0.2.156:9160
CCTV5,http://183.184.181.225:8085/rtp/226.0.2.168:9256
CCTV5,http://183.184.181.225:8085/rtp/226.0.2.209:9584
CCTV6,http://183.184.181.225:8085/rtp/226.0.2.210:9592
CCTV7,http://183.184.181.225:8085/rtp/226.0.2.159:9184
CCTV8,http://183.184.181.225:8085/rtp/226.0.2.211:9600
CCTV9,http://183.184.181.225:8085/rtp/226.0.2.161:9200
CCTV世界地理,http://183.184.181.225:8085/rtp/226.0.2.222:9688
CCTV兵器科技,http://183.184.181.225:8085/rtp/226.0.2.223:9696
CCTV央视台球,http://183.184.181.225:8085/rtp/226.0.2.216:9640
CCTV央视文化精品,http://183.184.181.225:8085/rtp/226.0.2.219:9664
CCTV女性时尚,http://183.184.181.225:8085/rtp/226.0.2.226:9720
CCTV怀旧剧场,http://183.184.181.225:8085/rtp/226.0.2.224:9704
CCTV电视指南,http://183.184.181.225:8085/rtp/226.0.2.218:9656
CCTV第一剧场,http://183.184.181.225:8085/rtp/226.0.2.221:9680
CCTV风云足球,http://183.184.181.225:8085/rtp/226.0.2.225:9712
CCTV风云音乐,http://183.184.181.225:8085/rtp/226.0.2.220:9672
CCTV高网,http://183.184.181.225:8085/rtp/226.0.2.217:9648
CETV1,http://183.184.181.225:8085/rtp/226.0.2.181:9360
CETV早期教育,http://183.184.181.225:8085/rtp/226.0.2.99:8704
CCTV1,http://222.137.229.201:2000/rtp/225.1.4.73:1102
CCTV10,http://222.137.229.201:2000/rtp/225.1.4.78:1107
CCTV11,http://222.137.229.201:2000/rtp/225.1.4.215:1268
CCTV12,http://222.137.229.201:2000/rtp/225.1.4.79:1108
CCTV13,http://222.137.229.201:2000/rtp/225.1.4.113:1293
CCTV14,http://222.137.229.201:2000/rtp/225.1.4.80:1109
CCTV15,http://222.137.229.201:2000/rtp/225.1.4.216:1269
CCTV17,http://222.137.229.201:2000/rtp/225.1.4.226:2506
CCTV2,http://222.137.229.201:2000/rtp/225.1.4.74:1103
CCTV4,http://222.137.229.201:2000/rtp/225.1.5.30:1333
CCTV4,http://222.137.229.201:2000/rtp/225.1.5.31:1342
CCTV4,http://222.137.229.201:2000/rtp/225.1.5.32:1343
CCTV7,http://222.137.229.201:2000/rtp/225.1.4.76:1105
CCTV9,http://222.137.229.201:2000/rtp/225.1.4.77:1106
CGTN俄语,http://222.137.229.201:2000/rtp/225.1.5.39:1349
CGTN法语,http://222.137.229.201:2000/rtp/225.1.5.37:1347
CGTN英文纪录,http://222.137.229.201:2000/rtp/225.1.5.35:1345
CGTN英语,http://222.137.229.201:2000/rtp/225.1.5.34:1344
CGTN西班牙语,http://222.137.229.201:2000/rtp/225.1.5.36:1346
CGTN阿拉伯语,http://222.137.229.201:2000/rtp/225.1.5.38:1348
CCTV1,http://61.240.39.147:8084/rtp/226.0.2.153:9136
CCTV1,http://61.240.39.147:8084/rtp/226.0.2.16:8040
CCTV10,http://61.240.39.147:8084/rtp/226.0.2.162:9208
CCTV12,http://61.240.39.147:8084/rtp/226.0.2.164:9224
CCTV13,http://61.240.39.147:8084/rtp/226.0.2.165:9232
CCTV14,http://61.240.39.147:8084/rtp/226.0.2.166:9240
CCTV16,http://61.240.39.147:8084/rtp/226.0.2.169:9264
CCTV17,http://61.240.39.147:8084/rtp/226.0.2.170:9272
CCTV2,http://61.240.39.147:8084/rtp/226.0.2.154:9144
CCTV3,http://61.240.39.147:8084/rtp/226.0.2.208:9576
CCTV4,http://61.240.39.147:8084/rtp/226.0.2.156:9160
CCTV5,http://61.240.39.147:8084/rtp/226.0.2.209:9584
CCTV6,http://61.240.39.147:8084/rtp/226.0.2.210:9592
CCTV7,http://61.240.39.147:8084/rtp/226.0.2.159:9184
CCTV8,http://61.240.39.147:8084/rtp/226.0.2.211:9600
CCTV9,http://61.240.39.147:8084/rtp/226.0.2.161:9200
CCTV世界地理,http://61.240.39.147:8084/rtp/226.0.2.222:9688
CCTV兵器科技,http://61.240.39.147:8084/rtp/226.0.2.223:9696
CCTV央视台球,http://61.240.39.147:8084/rtp/226.0.2.216:9640
CCTV央视文化精品,http://61.240.39.147:8084/rtp/226.0.2.219:9664
CCTV女性时尚,http://61.240.39.147:8084/rtp/226.0.2.226:9720
CCTV怀旧剧场,http://61.240.39.147:8084/rtp/226.0.2.224:9704
CCTV第一剧场,http://61.240.39.147:8084/rtp/226.0.2.221:9680
CCTV风云剧场,http://61.240.39.147:8084/rtp/226.0.2.227:9728
CCTV风云足球,http://61.240.39.147:8084/rtp/226.0.2.225:9712
CCTV风云音乐,http://61.240.39.147:8084/rtp/226.0.2.220:9672
CETV1,http://61.240.39.147:8084/rtp/226.0.2.181:9360
CETV早期教育,http://61.240.39.147:8084/rtp/226.0.2.99:8704
CCTV1,http://61.240.39.147:8085/rtp/226.0.2.153:9136
CCTV1,http://61.240.39.147:8085/rtp/226.0.2.16:8040
CCTV10,http://61.240.39.147:8085/rtp/226.0.2.162:9208
CCTV12,http://61.240.39.147:8085/rtp/226.0.2.164:9224
CCTV13,http://61.240.39.147:8085/rtp/226.0.2.165:9232
CCTV14,http://61.240.39.147:8085/rtp/226.0.2.166:9240
CCTV16,http://61.240.39.147:8085/rtp/226.0.2.169:9264
CCTV17,http://61.240.39.147:8085/rtp/226.0.2.170:9272
CCTV2,http://61.240.39.147:8085/rtp/226.0.2.154:9144
CCTV4,http://61.240.39.147:8085/rtp/226.0.2.156:9160
CCTV5,http://61.240.39.147:8085/rtp/226.0.2.168:9256
CCTV5,http://61.240.39.147:8085/rtp/226.0.2.209:9584
CCTV6,http://61.240.39.147:8085/rtp/226.0.2.210:9592
CCTV7,http://61.240.39.147:8085/rtp/226.0.2.159:9184
CCTV8,http://61.240.39.147:8085/rtp/226.0.2.211:9600
CCTV9,http://61.240.39.147:8085/rtp/226.0.2.161:9200
CCTV世界地理,http://61.240.39.147:8085/rtp/226.0.2.222:9688
CCTV兵器科技,http://61.240.39.147:8085/rtp/226.0.2.223:9696
CCTV央视台球,http://61.240.39.147:8085/rtp/226.0.2.216:9640
CCTV央视文化精品,http://61.240.39.147:8085/rtp/226.0.2.219:9664
CCTV女性时尚,http://61.240.39.147:8085/rtp/226.0.2.226:9720
CCTV电视指南,http://61.240.39.147:8085/rtp/226.0.2.218:9656
CCTV风云剧场,http://61.240.39.147:8085/rtp/226.0.2.227:9728
CCTV风云足球,http://61.240.39.147:8085/rtp/226.0.2.225:9712
CCTV风云音乐,http://61.240.39.147:8085/rtp/226.0.2.220:9672
CETV1,http://61.240.39.147:8085/rtp/226.0.2.181:9360
CETV早期教育,http://61.240.39.147:8085/rtp/226.0.2.99:8704
CCTV1,http://114.252.232.101:8000/rtp/239.3.1.129:8008
CCTV10,http://114.252.232.101:8000/rtp/239.3.1.63:8116
CCTV11,http://114.252.232.101:8000/rtp/239.3.1.152:8120
CCTV12,http://114.252.232.101:8000/rtp/239.3.1.64:8124
CCTV13,http://114.252.232.101:8000/rtp/239.3.1.124:8128
CCTV14,http://114.252.232.101:8000/rtp/239.3.1.65:8132
CCTV15,http://114.252.232.101:8000/rtp/239.3.1.153:8136
CCTV16,http://114.252.232.101:8000/rtp/239.3.1.184:8001
CCTV17,http://114.252.232.101:8000/rtp/239.3.1.151:8144
CCTV2,http://114.252.232.101:8000/rtp/239.3.1.60:8084
CCTV3,http://114.252.232.101:8000/rtp/239.3.1.172:8001
CCTV4,http://114.252.232.101:8000/rtp/239.3.1.105:8092
CCTV4,http://114.252.232.101:8000/rtp/239.3.1.213:4220
CCTV4,http://114.252.232.101:8000/rtp/239.3.1.214:4220
CCTV5,http://114.252.232.101:8000/rtp/239.3.1.130:8004
CCTV5,http://114.252.232.101:8000/rtp/239.3.1.173:8001
CCTV6,http://114.252.232.101:8000/rtp/239.3.1.174:8001
CCTV7,http://114.252.232.101:8000/rtp/239.3.1.61:8104
CCTV8,http://114.252.232.101:8000/rtp/239.3.1.175:8001
CCTV9,http://114.252.232.101:8000/rtp/239.3.1.62:8112

💟｜卫视,#genre#
北京卫视,http://110.7.128.2:8096/tsfile/live/0122_1.m3u8
安徽卫视,http://110.7.128.2:8096/tsfile/live/0130_1.m3u8
湖北卫视,http://110.7.128.2:8096/tsfile/live/0132_1.m3u8
贵州卫视,http://110.7.128.2:8096/tsfile/live/0120_1.m3u8
辽宁卫视,http://110.7.128.2:8096/tsfile/live/0121_1.m3u8
云南卫视,http://39.172.91.235:2082/tsfile/live/0119_1.m3u8
北京卫视,http://39.172.91.235:2082/tsfile/live/0122_2.m3u8
广东卫视,http://39.172.91.235:2082/tsfile/live/0125_1.m3u8
江西卫视,http://39.172.91.235:2082/tsfile/live/0138_2.m3u8
河北卫视,http://39.172.91.235:2082/tsfile/live/0117_1.m3u8
浙江卫视,http://39.172.91.235:2082/tsfile/live/0124_1.m3u8
湖北卫视,http://39.172.91.235:2082/tsfile/live/0132_1.m3u8
甘肃卫视,http://39.172.91.235:2082/tsfile/live/0141_1.m3u8
贵州卫视,http://39.172.91.235:2082/tsfile/live/0120_1.m3u8
重庆卫视,http://39.172.91.235:2082/tsfile/live/0142_1.m3u8
青海卫视,http://39.172.91.235:2082/tsfile/live/0140_1.m3u8
天津卫视,http://5.28.39.4:2082/tsfile/live/0135_1.m3u8
山东卫视,http://5.28.39.4:2082/tsfile/live/0131_1.m3u8
重庆卫视,http://5.28.39.4:2082/tsfile/live/0142_1.m3u8
BRTV北京卫视,http://123.120.200.46:8888/rtp/239.3.1.241:8000
东南卫视,http://123.120.200.46:8888/rtp/239.3.1.156:8148
东方卫视,http://123.120.200.46:8888/rtp/239.3.1.136:8032
吉林卫视,http://123.120.200.46:8888/rtp/239.3.1.240:8172
天津卫视,http://123.120.200.46:8888/rtp/239.3.1.141:1234
广东卫视,http://123.120.200.46:8888/rtp/239.3.1.142:8048
江苏卫视,http://123.120.200.46:8888/rtp/239.3.1.135:8028
江西卫视,http://123.120.200.46:8888/rtp/239.3.1.123:8164
河北卫视,http://123.120.200.46:8888/rtp/239.3.1.148:8072
浙江卫视,http://123.120.200.46:8888/rtp/239.3.1.137:8036
深圳卫视,http://123.120.200.46:8888/rtp/239.3.1.134:8020
湖北卫视,http://123.120.200.46:8888/rtp/239.3.1.138:8044
湖南卫视,http://123.120.200.46:8888/rtp/239.3.1.132:8012
贵州卫视,http://123.120.200.46:8888/rtp/239.3.1.149:8076
辽宁卫视,http://123.120.200.46:8888/rtp/239.3.1.210:8056
重庆卫视,http://123.120.200.46:8888/rtp/239.3.1.122:8160
黑龙江卫视,http://123.120.200.46:8888/rtp/239.3.1.133:8016
东南卫视,http://115.194.171.101:4022/udp/233.50.201.146:5140
东南卫视,http://115.194.171.101:4022/udp/233.50.201.146:5140
东方卫视,http://115.194.171.101:4022/udp/233.50.201.125:5140
东方卫视,http://115.194.171.101:4022/udp/233.50.201.125:5140
北京卫视,http://115.194.171.101:4022/udp/233.50.201.107:5140
北京卫视,http://115.194.171.101:4022/udp/233.50.201.107:5140
四川卫视,http://115.194.171.101:4022/udp/233.50.201.139:5140
四川卫视,http://115.194.171.101:4022/udp/233.50.201.139:5140
天津卫视,http://115.194.171.101:4022/udp/233.50.201.104:5140
天津卫视,http://115.194.171.101:4022/udp/233.50.201.104:5140
安徽卫视,http://115.194.171.101:4022/udp/233.50.201.113:5140
安徽卫视,http://115.194.171.101:4022/udp/233.50.201.113:5140
山东卫视,http://115.194.171.101:4022/udp/233.50.201.105:5140
山东卫视,http://115.194.171.101:4022/udp/233.50.201.105:5140
广东卫视,http://115.194.171.101:4022/udp/233.50.200.149:5140
广东卫视,http://115.194.171.101:4022/udp/233.50.200.187:5140
广东卫视,http://115.194.171.101:4022/udp/233.50.201.102:5140
广东卫视,http://115.194.171.101:4022/udp/233.50.201.102:5140
江苏卫视,http://115.194.171.101:4022/udp/233.50.201.106:5140
江西卫视,http://115.194.171.101:4022/udp/233.50.201.145:5140
江西卫视,http://115.194.171.101:4022/udp/233.50.201.145:5140
河北卫视,http://115.194.171.101:4022/udp/233.50.201.140:5140
河北卫视,http://115.194.171.101:4022/udp/233.50.201.140:5140
河南卫视,http://115.194.171.101:4022/udp/233.50.201.144:5140
河南卫视,http://115.194.171.101:4022/udp/233.50.201.144:5140
浙江卫视,http://115.194.171.101:4022/udp/233.50.200.145:5140
浙江卫视,http://115.194.171.101:4022/udp/233.50.200.231:5140
浙江卫视,http://115.194.171.101:4022/udp/233.50.201.100:5140
浙江卫视,http://115.194.171.101:4022/udp/233.50.201.100:5140
深圳卫视,http://115.194.171.101:4022/udp/233.50.201.101:5140
深圳卫视,http://115.194.171.101:4022/udp/233.50.201.101:5140
湖北卫视,http://115.194.171.101:4022/udp/233.50.201.114:5140
湖北卫视,http://115.194.171.101:4022/udp/233.50.201.114:5140
湖南卫视,http://115.194.171.101:4022/udp/233.50.201.103:5140
湖南卫视,http://115.194.171.101:4022/udp/233.50.201.103:5140
贵州卫视,http://115.194.171.101:4022/udp/233.50.201.142:5140
贵州卫视,http://115.194.171.101:4022/udp/233.50.201.142:5140
辽宁卫视,http://115.194.171.101:4022/udp/233.50.201.141:5140
辽宁卫视,http://115.194.171.101:4022/udp/233.50.201.141:5140
重庆卫视,http://115.194.171.101:4022/udp/233.50.201.143:5140
重庆卫视,http://115.194.171.101:4022/udp/233.50.201.143:5140
黑龙江卫视,http://115.194.171.101:4022/udp/233.50.201.115:5140
黑龙江卫视,http://115.194.171.101:4022/udp/233.50.201.115:5140
东南卫视,http://60.223.72.82:8005/rtp/226.0.2.188:9416
东方卫视,http://60.223.72.82:8005/rtp/226.0.2.175:9312
北京卫视,http://60.223.72.82:8005/rtp/226.0.2.177:9328
吉林卫视,http://60.223.72.82:8005/rtp/226.0.2.58:8376
四川卫视,http://60.223.72.82:8005/rtp/226.0.2.179:9344
天津卫视,http://60.223.72.82:8005/rtp/226.0.2.148:9096
山东卫视,http://60.223.72.82:8005/rtp/226.0.2.149:9104
山西卫视,http://60.223.72.82:8005/rtp/226.0.2.152:9128
广东卫视,http://60.223.72.82:8005/rtp/226.0.2.146:9080
广西卫视,http://60.223.72.82:8005/rtp/226.0.2.231:9760
江苏卫视,http://60.223.72.82:8005/rtp/226.0.2.176:9320
江西卫视,http://60.223.72.82:8005/rtp/226.0.2.54:8344
河北卫视,http://60.223.72.82:8005/rtp/226.0.2.178:9336
河南卫视,http://60.223.72.82:8005/rtp/226.0.2.52:8328
浙江卫视,http://60.223.72.82:8005/rtp/226.0.2.144:9064
海南卫视,http://60.223.72.82:8005/rtp/226.0.2.212:9608
深圳卫视,http://60.223.72.82:8005/rtp/226.0.2.147:9088
湖北卫视,http://60.223.72.82:8005/rtp/226.0.2.150:9112
湖南卫视,http://60.223.72.82:8005/rtp/226.0.2.143:9056
贵州卫视,http://60.223.72.82:8005/rtp/226.0.2.180:9352
辽宁卫视,http://60.223.72.82:8005/rtp/226.0.2.173:9296
重庆卫视,http://60.223.72.82:8005/rtp/226.0.2.174:9304
黑龙江卫视,http://60.223.72.82:8005/rtp/226.0.2.151:9120
东南卫视,http://60.223.72.82:8004/rtp/226.0.2.188:9416
东方卫视,http://60.223.72.82:8004/rtp/226.0.2.175:9312
北京卫视,http://60.223.72.82:8004/rtp/226.0.2.177:9328
吉林卫视,http://60.223.72.82:8004/rtp/226.0.2.58:8376
四川卫视,http://60.223.72.82:8004/rtp/226.0.2.179:9344
天津卫视,http://60.223.72.82:8004/rtp/226.0.2.148:9096
山东卫视,http://60.223.72.82:8004/rtp/226.0.2.149:9104
山西卫视,http://60.223.72.82:8004/rtp/226.0.2.152:9128
广东卫视,http://60.223.72.82:8004/rtp/226.0.2.146:9080
广西卫视,http://60.223.72.82:8004/rtp/226.0.2.231:9760
江苏卫视,http://60.223.72.82:8004/rtp/226.0.2.176:9320
江西卫视,http://60.223.72.82:8004/rtp/226.0.2.54:8344
河北卫视,http://60.223.72.82:8004/rtp/226.0.2.178:9336
河南卫视,http://60.223.72.82:8004/rtp/226.0.2.52:8328
浙江卫视,http://60.223.72.82:8004/rtp/226.0.2.144:9064
海南卫视,http://60.223.72.82:8004/rtp/226.0.2.212:9608
深圳卫视,http://60.223.72.82:8004/rtp/226.0.2.147:9088
湖北卫视,http://60.223.72.82:8004/rtp/226.0.2.150:9112
湖南卫视,http://60.223.72.82:8004/rtp/226.0.2.143:9056
贵州卫视,http://60.223.72.82:8004/rtp/226.0.2.180:9352
辽宁卫视,http://60.223.72.82:8004/rtp/226.0.2.173:9296
重庆卫视,http://60.223.72.82:8004/rtp/226.0.2.174:9304
黑龙江卫视,http://60.223.72.82:8004/rtp/226.0.2.151:9120
东南卫视,http://60.168.228.168:2000/rtp/238.1.78.22:6104
东方卫视,http://60.168.228.168:2000/rtp/238.1.78.163:7176
北京卫视,http://60.168.228.168:2000/rtp/238.1.78.162:7168
吉林卫视,http://60.168.228.168:2000/rtp/238.1.79.48:4496
四川卫视,http://60.168.228.168:2000/rtp/238.1.78.30:6168
天津卫视,http://60.168.228.168:2000/rtp/238.1.78.20:6088
安徽卫视,http://60.168.228.168:2000/rtp/238.1.78.150:7072
安徽卫视,http://60.168.228.168:2000/rtp/238.1.79.27:4328
山东卫视,http://60.168.228.168:2000/rtp/238.1.78.169:7224
广东卫视,http://60.168.228.168:2000/rtp/238.1.78.161:7160
江苏卫视,http://60.168.228.168:2000/rtp/238.1.78.165:7192
江西卫视,http://60.168.228.168:2000/rtp/238.1.78.26:6136
河北卫视,http://60.168.228.168:2000/rtp/238.1.78.245:7832
河南卫视,http://60.168.228.168:2000/rtp/238.1.79.65:4632
浙江卫视,http://60.168.228.168:2000/rtp/238.1.78.164:7184
海南卫视,http://60.168.228.168:2000/rtp/238.1.79.49:4504
深圳卫视,http://60.168.228.168:2000/rtp/238.1.78.156:7120
湖北卫视,http://60.168.228.168:2000/rtp/238.1.78.168:7216
湖南卫视,http://60.168.228.168:2000/rtp/238.1.78.160:7152
甘肃卫视,http://60.168.228.168:2000/rtp/238.1.79.36:4400
贵州卫视,http://60.168.228.168:2000/rtp/238.1.78.244:7824
辽宁卫视,http://60.168.228.168:2000/rtp/238.1.78.21:6096
重庆卫视,http://60.168.228.168:2000/rtp/238.1.78.31:6176
黑龙江卫视,http://60.168.228.168:2000/rtp/238.1.78.159:7144
东南卫视,http://111.196.186.191:5555/rtp/239.3.1.156:8148
广东卫视,http://111.196.186.191:5555/rtp/239.3.1.142:8048
江苏卫视,http://111.196.186.191:5555/rtp/239.3.1.135:8028
深圳卫视,http://111.196.186.191:5555/rtp/239.3.1.134:8020
湖南卫视,http://111.196.186.191:5555/rtp/239.3.1.132:8012
重庆卫视,http://111.196.186.191:5555/rtp/239.3.1.122:8160
北京卫视,http://110.7.130.46:8096/tsfile/live/0122_1.m3u8
安徽卫视,http://110.7.130.46:8096/tsfile/live/0130_1.m3u8
湖北卫视,http://110.7.130.46:8096/tsfile/live/0132_1.m3u8
贵州卫视,http://110.7.130.46:8096/tsfile/live/0120_1.m3u8
辽宁卫视,http://110.7.130.46:8096/tsfile/live/0121_1.m3u8
四川卫视,http://14.212.185.27:9901/tsfile/live/0123_1.m3u8
大湾区卫视,http://14.212.185.27:9901/tsfile/live/1004_1.m3u8
安徽卫视,http://14.212.185.27:9901/tsfile/live/0130_1.m3u8
江西卫视,http://14.212.185.27:9901/tsfile/live/0138_1.m3u8
河北卫视,http://14.212.185.27:9901/tsfile/live/0117_1.m3u8
浙江卫视,http://14.212.185.27:9901/tsfile/live/0124_1.m3u8
深圳卫视,http://14.212.185.27:9901/tsfile/live/0126_1.m3u8
贵州卫视,http://14.212.185.27:9901/tsfile/live/0120_1.m3u8
BRTV北京卫视,http://111.199.45.222:5555/rtp/239.3.1.241:8000
东南卫视,http://111.199.45.222:5555/rtp/239.3.1.156:8148
东方卫视,http://111.199.45.222:5555/rtp/239.3.1.136:8032
吉林卫视,http://111.199.45.222:5555/rtp/239.3.1.240:8172
天津卫视,http://111.199.45.222:5555/rtp/239.3.1.141:1234
安徽卫视,http://111.199.45.222:5555/rtp/239.3.1.211:8064
山东卫视,http://111.199.45.222:5555/rtp/239.3.1.209:8052
广东卫视,http://111.199.45.222:5555/rtp/239.3.1.142:8048
江苏卫视,http://111.199.45.222:5555/rtp/239.3.1.135:8028
江西卫视,http://111.199.45.222:5555/rtp/239.3.1.123:8164
河北卫视,http://111.199.45.222:5555/rtp/239.3.1.148:8072
浙江卫视,http://111.199.45.222:5555/rtp/239.3.1.137:8036
深圳卫视,http://111.199.45.222:5555/rtp/239.3.1.134:8020
湖北卫视,http://111.199.45.222:5555/rtp/239.3.1.138:8044
湖南卫视,http://111.199.45.222:5555/rtp/239.3.1.132:8012
贵州卫视,http://111.199.45.222:5555/rtp/239.3.1.149:8076
辽宁卫视,http://111.199.45.222:5555/rtp/239.3.1.210:8056
重庆卫视,http://111.199.45.222:5555/rtp/239.3.1.122:8160
黑龙江卫视,http://111.199.45.222:5555/rtp/239.3.1.133:8016
东南卫视,http://183.144.201.58:6868/udp/233.50.201.146:5140
东南卫视,http://183.144.201.58:6868/udp/233.50.201.146:5140
东方卫视,http://183.144.201.58:6868/udp/233.50.201.125:5140
东方卫视,http://183.144.201.58:6868/udp/233.50.201.125:5140
北京卫视,http://183.144.201.58:6868/udp/233.50.201.107:5140
北京卫视,http://183.144.201.58:6868/udp/233.50.201.107:5140
四川卫视,http://183.144.201.58:6868/udp/233.50.200.118:5140
四川卫视,http://183.144.201.58:6868/udp/233.50.201.139:5140
四川卫视,http://183.144.201.58:6868/udp/233.50.201.139:5140
天津卫视,http://183.144.201.58:6868/udp/233.50.201.104:5140
天津卫视,http://183.144.201.58:6868/udp/233.50.201.104:5140
安徽卫视,http://183.144.201.58:6868/udp/233.50.201.113:5140
安徽卫视,http://183.144.201.58:6868/udp/233.50.201.113:5140
山东卫视,http://183.144.201.58:6868/udp/233.50.201.105:5140
山东卫视,http://183.144.201.58:6868/udp/233.50.201.105:5140
广东卫视,http://183.144.201.58:6868/udp/233.50.200.149:5140
广东卫视,http://183.144.201.58:6868/udp/233.50.200.187:5140
广东卫视,http://183.144.201.58:6868/udp/233.50.201.102:5140
广东卫视,http://183.144.201.58:6868/udp/233.50.201.102:5140
江苏卫视,http://183.144.201.58:6868/udp/233.50.201.106:5140
江苏卫视,http://183.144.201.58:6868/udp/233.50.201.106:5140
江西卫视,http://183.144.201.58:6868/udp/233.50.201.145:5140
江西卫视,http://183.144.201.58:6868/udp/233.50.201.145:5140
河北卫视,http://183.144.201.58:6868/udp/233.50.201.140:5140
河北卫视,http://183.144.201.58:6868/udp/233.50.201.140:5140
河南卫视,http://183.144.201.58:6868/udp/233.50.201.144:5140
河南卫视,http://183.144.201.58:6868/udp/233.50.201.144:5140
浙江卫视,http://183.144.201.58:6868/udp/233.50.200.145:5140
浙江卫视,http://183.144.201.58:6868/udp/233.50.200.231:5140
浙江卫视,http://183.144.201.58:6868/udp/233.50.201.100:5140
浙江卫视,http://183.144.201.58:6868/udp/233.50.201.100:5140
深圳卫视,http://183.144.201.58:6868/udp/233.50.200.188:5140
深圳卫视,http://183.144.201.58:6868/udp/233.50.201.101:5140
深圳卫视,http://183.144.201.58:6868/udp/233.50.201.101:5140
湖北卫视,http://183.144.201.58:6868/udp/233.50.201.114:5140
湖北卫视,http://183.144.201.58:6868/udp/233.50.201.114:5140
湖南卫视,http://183.144.201.58:6868/udp/233.50.201.103:5140
湖南卫视,http://183.144.201.58:6868/udp/233.50.201.103:5140
